TransactionID,isFraud
3663549,0.003021524753789995
3663550,0.004004649988677784
3663551,0.017326414059651296
3663552,0.004965452778713667
3663553,0.002917639984896006
3663554,0.0019328484904535912
3663555,0.011273674795302786
3663556,0.019295091432922542
3663557,0.003089621641842931
3663558,0.014047880902922052
3663559,0.005045369462374901
3663560,0.002110385661059528
3663561,0.018263051464120408
3663562,0.0019498483538587569
3663563,0.007121799614612781
3663564,0.00201248905016933
3663565,0.0020482852621823773
3663566,0.002192953740490478
3663567,0.006795061425357941
3663568,0.00929651578552713
3663569,0.01565901035122852
3663570,0.007799010047802766
3663571,0.016851291292895143
3663572,0.010710571360517507
3663573,0.0051788776323880735
3663574,0.011534433079876982
3663575,0.01047076130358986
3663576,0.015587632846016485
3663577,0.00923021672135931
3663578,0.005524565537391105
3663579,0.007526310196262132
3663580,0.0014118783100522982
3663581,0.00823537025017027
3663582,0.007745983600091591
3663583,0.0015609873501176226
3663584,0.01308481769671093
3663585,0.013102222298980868
3663586,0.012895474797087811
3663587,0.023002604397114594
3663588,0.07468147059987107
3663589,0.023507930709051092
3663590,0.0029798299669295306
3663591,0.0033824488836830167
3663592,0.015401679150535941
3663593,0.0034697372575317863
3663594,0.05351048635663962
3663595,0.01550797758384076
3663596,0.0012626894396990003
3663597,0.01124097773021007
3663598,0.04265898875732407
3663599,0.0016717230808858529
3663600,0.003874839336363039
3663601,0.022581593742538267
3663602,0.01725430734525193
3663603,0.0037168788139126606
3663604,0.00506933343397299
3663605,0.02245416617469906
3663606,0.005064117445122541
3663607,0.0207823771034801
3663608,0.006732910068593556
3663609,0.004184674774257758
3663610,0.0031262509230868584
3663611,0.0022221398077754023
3663612,0.0010039726253497168
3663613,0.003333294024005114
3663614,0.004782664434617522
3663615,0.0006514418340289562
3663616,0.01095262194619034
3663617,0.004952024487227898
3663618,0.004427948243058455
3663619,0.0013221488887593636
3663620,0.008681448972656271
3663621,0.00398709033839608
3663622,0.009344018580375766
3663623,0.00778598230869795
3663624,0.017658642611099742
3663625,0.0037552804196858613
3663626,0.01736429426074984
3663627,0.017097644055803708
3663628,0.0073819436263016
3663629,0.010168105351156528
3663630,0.001334142068133426
3663631,0.004654948082426906
3663632,0.001516382096941692
3663633,0.0031929666258906342
3663634,0.015867599197662084
3663635,0.004199853358648355
3663636,0.02111012836953175
3663637,0.012729605936028787
3663638,0.00829009367615634
3663639,0.0033072984866115078
3663640,0.004413744212600025
3663641,0.0037293836782029276
3663642,0.016686667072814496
3663643,0.0054155523189103215
3663644,0.004214905488854907
3663645,0.0046083467787844876
3663646,0.02110629619778493
3663647,0.005412211651130053
3663648,0.007502676994506239
3663649,0.0026625117112055187
3663650,0.02267875249882037
3663651,0.00504027928531939
3663652,0.01286954489763792
3663653,0.0024764036349497866
3663654,0.003168436407812278
3663655,0.06679354809872186
3663656,0.003798148805245821
3663657,0.004632503483038652
3663658,0.002984379601853539
3663659,0.0019697004490054197
3663660,0.0010868155105910277
3663661,0.005163256299822254
3663662,0.002582254977931066
3663663,0.006794495628698011
3663664,0.0019623878800794415
3663665,0.0014405515172777363
3663666,0.002594045248091325
3663667,0.004448585188095764
3663668,0.0034765963709426076
3663669,0.009109068343029533
3663670,0.00684747675512824
3663671,0.0012768158228586902
3663672,0.003930712768486341
3663673,0.018102943721899224
3663674,0.013417503000304103
3663675,0.001848697795089453
3663676,0.0027234190662915195
3663677,0.0013462820411859096
3663678,0.005665909542042036
3663679,0.004426956538199785
3663680,0.008226235722285983
3663681,0.001472741747893086
3663682,0.013626566675448159
3663683,0.0026827252723984263
3663684,0.0033211709588707784
3663685,0.004894863823787299
3663686,0.0016032071614932157
3663687,0.004085481034398152
3663688,0.0018750032504252121
3663689,0.002005203854656089
3663690,0.003001132987854831
3663691,0.0013398742569097877
3663692,0.005106181954494343
3663693,0.026617960130543527
3663694,0.0013164891413573478
3663695,0.03045986209321197
3663696,0.0030530348242157434
3663697,0.0019390921239885066
3663698,0.0043059598736381295
3663699,0.0219871285936445
3663700,0.002259749143339064
3663701,0.020601160607823406
3663702,0.022068599839690884
3663703,0.0025040688357422917
3663704,0.011758466454794328
3663705,0.07774945934040305
3663706,0.015432668289243261
3663707,0.005934403357440039
3663708,0.023734535928475547
3663709,0.013340449300655378
3663710,0.012496187773494503
3663711,0.00949887198030733
3663712,0.006371766756984152
3663713,0.03784587362136146
3663714,0.012937789301108582
3663715,0.008704451047378133
3663716,0.035705585213244864
3663717,0.004747299685011311
3663718,0.0028412016390672824
3663719,0.029162217695538416
3663720,0.0009481054670292383
3663721,0.04064571239899333
3663722,0.00693304510360092
3663723,0.03247104268258475
3663724,0.0030387766884505075
3663725,0.0009597987575757084
3663726,0.0059906817486671485
3663727,0.0017860882431655844
3663728,0.005294730487844636
3663729,0.008716514738473548
3663730,0.0027296568268828964
3663731,0.0037226364302573437
3663732,0.0032083777237636277
3663733,0.008540842761891768
3663734,0.0025462778469254954
3663735,0.011332406565616241
3663736,0.002386211233968202
3663737,0.0049159946996723955
3663738,0.0012631866588775392
3663739,0.002584744340102102
3663740,0.001552801942173168
3663741,0.014930413672820499
3663742,0.001749766471755897
3663743,0.0029816787535868064
3663744,0.007345926211678987
3663745,0.012704372026554904
3663746,0.012351489690120647
3663747,0.0068594524906611404
3663748,0.0013291695664277177
3663749,0.0021248439979976988
3663750,0.0028456047164494187
3663751,0.003031424603893286
3663752,0.007195060413342334
3663753,0.008043450878997093
3663754,0.02730036106817481
3663755,0.008361676758595
3663756,0.005216627370334242
3663757,0.016011651986185954
3663758,0.0013108564497775475
3663759,0.009045296287752351
3663760,0.005694246105669352
3663761,0.0066263745428130115
3663762,0.004734931649229412
3663763,0.01891549308677428
3663764,0.0024260568568529855
3663765,0.0017716871043964382
3663766,0.005991401963917859
3663767,0.0018112056361176737
3663768,0.0055929561140870224
3663769,0.19792579854593714
3663770,0.006146001770332583
3663771,0.00621554596695621
3663772,0.003513068974064808
3663773,0.04944734194814004
3663774,0.004109533909181414
3663775,0.0016528112299703933
3663776,0.003833969341424586
3663777,0.0027956217642298455
3663778,0.14194689647717512
3663779,0.001808019514382213
3663780,0.1417780442838677
3663781,0.002587602587828859
3663782,0.0009357076073983129
3663783,0.001877692007684545
3663784,0.0036114743670920832
3663785,0.01941237496624958
3663786,0.005768613188673319
3663787,0.002289127443628603
