TransactionID,mean_D4,sum_D4,cnt_D4
3122931,0.0,0,1
3124293,0.0,0,1
3124488,0.0,0,0
3124515,0.0,0,0
3125763,0.0,0,1
3126303,0.0,0,2
3126317,0.0,0,12
3127429,0.0,0,9
3128135,0.0,0,1
3129076,0.0,0,1
3129892,0.0,0,0
3130112,0.0,0,3
3130254,0.0,0,3
3131272,0.0,0,5
3127693,0.0,0,0
3127875,0.0,0,2
3127882,0.0,0,2
3129425,0.0,0,3
3130869,0.25,1,4
3127613,0.0,0,0
3128468,0.0,0,0
3129595,0.0,0,0
3130662,0.0,0,1
3131081,0.0,0,9
3131327,0.0,0,14
3131647,0.0,0,5
3133132,0.0,0,1
3133932,0.0,0,1
3134329,0.0,0,1
3134403,0.0,0,0
3134665,0.0,0,1
3134678,0.0,0,5
3135511,0.0,0,6
3131551,0.0,0,1
3131556,0.0,0,3
3132607,0.0,0,2
3132977,0.0,0,3
3133328,0.0,0,7
3134496,0.0,0,1
3131515,0.0,0,0
3131930,0.0,0,4
3132867,0.0,0,12
3133238,0.02564102564102564,1,39
3131372,0.0,0,0
3131410,0.0,0,6
3131670,0.0,0,0
3132513,0.0,0,0
3132790,0.0,0,0
3132924,0.0,0,3
3132997,0.0,0,0
3133017,0.0,0,0
3133036,0.0,0,0
3133063,0.0,0,0
3133092,0.0,0,0
3133824,0.0,0,0
3133843,0.5,1,2
3133986,0.0,0,3
3134396,0.0,0,1
3135258,0.0,0,2
3135269,0.0,0,2
3135281,0.0,0,1
3135329,0.0,0,16
3136420,0.0,0,0
3138373,0.0,0,1
3135720,0.0,0,3
3138669,0.0,0,1
3137257,0.0,0,17
3139013,0.0,0,14
3139027,0.0,0,14
3139110,0.0,0,0
3139112,0.0,0,0
3135964,0.0,0,0
3135968,0.0,0,0
3136304,0.0,0,1
3136320,0.0,0,1
3137147,0.0,0,3
3137369,0.0,0,0
3137492,0.0,0,1
3138140,0.0,0,2
3138778,0.0,0,0
3138785,0.0,0,0
3139200,0.0,0,4
3139543,0.0,0,1
3140207,0.0,0,3
3140466,0.0,0,0
3140686,0.0,0,9
3139328,0.0,0,2
3140711,0.0,0,6
3141866,0.0,0,2
3142483,0.0,0,1
3139985,0.0,0,4
3141317,0.0,0,15
3141706,0.0,0,4
3141736,0.0,0,4
3142237,0.0,0,0
3139391,0.0,0,3
3140069,0.0,0,3
3140095,0.0,0,6
3139413,0.0,0,4
3139736,0.0,0,1
3139876,0.0,0,1
3140561,0.0,0,0
3140641,0.0,0,0
3140653,0.0,0,0
3140662,0.0,0,0
3140668,0.0,0,0
3141199,0.0,0,8
