TransactionID,mean_D10,sum_D10,cnt_D10
3122450,0.0,0,0
3122931,0.0,0,1
3123171,0.0,0,0
3123548,0.0,0,0
3123641,0.0,0,16
3124085,0.0,0,2
3124293,0.0,0,1
3124324,0.0,0,13
3124351,0.0,0,13
3124421,0.0,0,16
3124500,0.0,0,1
3125116,0.047619047619047616,1,21
3125121,0.047619047619047616,1,21
3125267,0.0,0,3
3125447,0.0,0,10
3125591,0.0,0,1
3125730,0.0,0,1
3125763,0.0,0,1
3125992,0.0,0,47
3126172,0.0,0,0
3126295,0.0,0,2
3126377,0.0,0,3
3126644,0.0,0,2
3126718,0.0,0,1
3127323,0.0,0,1
3126722,0.0,0,1
3126777,0.0,0,2
3127242,0.0,0,2
3127444,0.0,0,3
3127501,0.0,0,13
3129278,0.0,0,1
3129291,0.0,0,1
3129538,0.0,0,4
3129637,0.0,0,0
3129819,0.16666666666666666,1,6
3130216,0.0,0,4
3130309,0.0,0,3
3130953,0.0,0,3
3127894,0.0,0,0
3127897,0.0,0,0
3127901,0.0,0,0
3128101,0.047619047619047616,1,21
3128117,0.047619047619047616,1,21
3128135,0.0,0,2
3128239,0.0,0,2
3128501,0.047619047619047616,1,21
3128684,0.0,0,24
3128716,0.0,0,37
3128800,0.0,0,37
3128862,0.0,0,4
3129082,0.0,0,5
3129163,0.02564102564102564,1,39
3130869,0.25,1,4
3131126,0.0,0,9
3131129,0.0,0,9
3128468,0.0,0,0
3128631,0.0,0,11
3128669,0.0,0,11
3128837,0.0,0,11
3128936,0.0,0,0
3128988,0.0,0,0
3129307,0.0,0,0
3129457,0.0,0,3
3129503,0.0,0,0
3129595,0.0,0,0
3129768,0.0,0,1
3130662,0.0,0,1
3130960,0.0,0,1
3131081,0.0,0,9
3131109,0.0,0,14
3131141,0.0,0,4
3131247,0.0,0,2
3131318,0.0,0,13
3131327,0.0,0,14
3131572,0.0,0,0
3131638,0.0,0,1
3131811,0.0,0,13
3132333,0.0,0,1
3133108,0.0,0,0
3133130,0.0,0,0
3133132,0.0,0,1
3133184,0.0,0,1
3133410,0.3333333333333333,2,6
