TransactionID,mean_D3,sum_D3,cnt_D3
3122365,0.0,0,0
3122931,0.0,0,1
3123097,0.0,0,1
3123171,0.0,0,0
3123314,0.0,0,16
3123351,0.0,0,0
3123531,0.0,0,0
3123548,0.0,0,0
3123752,0.0,0,1
3123870,0.0,0,1
3124265,0.0,0,0
3124282,0.0,0,1
3124421,0.0,0,16
3124500,0.0,0,1
3124590,0.0,0,7
3124808,0.0,0,2
3124918,0.0,0,2
3125005,0.0,0,1
3125047,0.0,0,7
3125077,0.0,0,1
3125079,0.0,0,1
3125088,0.0,0,1
3125111,0.0,0,2
3125154,0.0,0,1
3125232,0.0,0,2
3125305,0.0,0,0
3125385,0.0,0,3
3125579,0.0,0,1
3125591,0.0,0,1
3125726,0.07692307692307693,1,13
3125743,0.0,0,12
3125818,0.0,0,1
3125867,0.0,0,7
3125873,0.0,0,2
3125898,0.041666666666666664,1,24
3125992,0.0,0,47
3126091,0.0,0,1
3126172,0.0,0,0
3126198,0.0,0,11
3126273,0.0,0,1
3126462,0.0,0,7
3126633,0.0,0,7
3126718,0.0,0,1
3126780,0.0,0,1
3126831,0.0,0,1
3127323,0.0,0,1
3127429,0.0,0,9
3127436,0.0,0,2
3127460,0.0,0,3
3125312,0.0,0,0
3125583,0.0,0,2
3126126,0.0,0,1
3126686,0.0,0,0
3126722,0.0,0,1
3126764,0.0,0,0
3126936,0.0,0,0
3127238,0.0,0,2
3127256,0.0,0,1
3127270,0.0,0,5
3127333,0.0,0,2
3127533,0.0,0,2
3127739,0.0,0,4
3127742,0.0,0,1
3127852,0.0,0,0
3127934,0.0,0,3
3128166,0.0,0,13
3128400,0.0,0,2
3128428,0.0,0,2
3128518,0.0,0,0
3128523,0.0,0,1
3128526,0.0,0,37
3128622,0.0,0,2
3128631,0.0,0,3
3128759,0.0,0,1
3128827,0.0,0,36
3128969,0.0,0,1
3129198,0.0,0,11
3129278,0.0,0,1
3129551,0.0,0,1
3129620,0.0,0,1
3129637,0.0,0,0
3129693,0.0,0,1
3129745,0.0,0,1
3129765,0.0,0,9
3129819,0.16666666666666666,1,6
3130216,0.0,0,4
3130298,0.0,0,3
3130639,0.0,0,36
3130778,0.0,0,19
3131084,0.0,0,0
3131089,0.0,0,1
3131268,0.0,0,1
3131272,0.0,0,5
3131281,0.0,0,12
3131290,0.0,0,2
3131313,0.0,0,4
3131322,0.0,0,1
3127751,0.0,0,1
3127774,0.0,0,5
3127810,0.0,0,2
3127944,0.0,0,2
3127954,0.0,0,47
3128086,0.0,0,1
3128092,0.0,0,12
3128169,0.0,0,2
3128176,0.0,0,40
3128203,0.0,0,1
3128219,0.2857142857142857,2,7
3128239,0.0,0,2
3128254,0.0,0,2
3128282,0.0,0,5
3128475,0.0,0,37
3128503,0.0,0,1
3128674,0.0,0,1
3128684,0.0,0,24
3128862,0.0,0,4
3128870,0.0,0,1
3128909,0.0,0,1
3128968,0.0,0,1
3129040,0.02564102564102564,1,39
3129082,0.0,0,5
3129107,0.0,0,2
3129196,0.0,0,1
3129277,0.0,0,1
3129425,0.0,0,3
3129458,0.16666666666666666,2,12
3129554,0.0,0,11
3129571,0.0,0,7
3130043,0.02564102564102564,1,39
3130077,0.0,0,4
3130117,0.0,0,1
3130314,0.0,0,2
3130351,0.1,1,10
3130356,0.0,0,24
3130389,0.0,0,11
3130939,0.0,0,1
3131038,0.0,0,3
3131116,0.0,0,9
3131126,0.0,0,9
3131130,0.0,0,9
3131147,0.0,0,11
3131185,0.0,0,7
3131197,0.0,0,2
3131235,0.0,0,2
3131280,0.0,0,0
3127598,0.0,0,0
3127613,0.0,0,0
3127639,0.0,0,0
3127688,0.0,0,0
3127777,0.0,0,0
3127787,0.0,0,0
3127953,0.0,0,0
3128139,0.0,0,0
3128171,0.0,0,0
3128206,0.0,0,7
3128376,0.0,0,1
3128422,0.0,0,1
3128424,0.0,0,1
3128569,0.0,0,2
3128929,0.0,0,9
3129327,0.0,0,1
3129503,0.0,0,0
3129736,0.0,0,2
3129825,0.0,0,1
3129896,0.0,0,2
3129922,0.0,0,2
3130158,0.0,0,0
3130661,0.0,0,1
3130662,0.0,0,1
3130721,0.0,0,0
3131071,0.0,0,13
3131074,0.0,0,8
3131080,0.0,0,1
3131109,0.0,0,14
3131127,0.0,0,4
3131134,0.0,0,1
3131141,0.0,0,4
3131154,0.0,0,7
3131156,0.0,0,3
3131188,0.0,0,4
3131207,0.0,0,3
3131229,0.0,0,2
3131234,0.0,0,1
3131244,0.0,0,1
3131247,0.0,0,2
3131260,0.0,0,0
3131274,0.0,0,3
3131297,0.0,0,1
3131318,0.0,0,13
3131319,0.0,0,1
3131321,0.0,0,1
3131323,0.0,0,0
3131327,0.0,0,14
3131339,0.0,0,1
3131342,0.0,0,0
3131371,0.0,0,34
3131512,0.0,0,6
3131555,0.0,0,3
3131604,0.0,0,1
3131647,0.0,0,5
3131789,0.0,0,1
3131807,0.0,0,3
3131861,0.0,0,1
3131922,0.0,0,1
3132008,0.0,0,1
3132055,0.0,0,11
3132237,0.0,0,2
3132242,0.0,0,2
3132259,0.0,0,2
3132333,0.0,0,1
3132362,0.0,0,1
3132718,0.0,0,1
3132742,0.0,0,3
3132911,0.0,0,1
3132925,0.0,0,3
3133013,0.0,0,2
3133132,0.0,0,1
3133184,0.0,0,1
3133371,0.0,0,1
3133376,0.0,0,3
3133410,0.3333333333333333,2,6
3133523,0.0,0,4
3133683,0.0,0,1
3133714,0.0,0,3
3134122,0.0,0,4
